"REF_DATE","GEO","DGUID","Variable","Product category","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Manitoba","2021A000246","Residual plastic waste and scrap sent for disposal by final processors","Total, all product categories","Tonnes","287","units","0","v1331407717","8.14.1","1755","","","","0"
"2014","Manitoba","2021A000246","Residual plastic waste and scrap sent for disposal by final processors","Construction materials","Tonnes","287","units","0","v1331407718","8.14.2","3","","","","0"
"2014","Manitoba","2021A000246","Residual plastic waste and scrap sent for disposal by final processors","Electrical and electronic equipment","Tonnes","287","units","0","v1331407719","8.14.3","138","","","","0"
"2014","Manitoba","2021A000246","Residual plastic waste and scrap sent for disposal by final processors","Packaging","Tonnes","287","units","0","v1331407720","8.14.7","1458","","","","0"
"2014","Manitoba","2021A000246","Residual plastic waste and scrap sent for disposal by final processors","Agriculture film","Tonnes","287","units","0","v1331407721","8.14.12","71","","","","0"
"2014","Manitoba","2021A000246","Residual plastic waste and scrap sent for disposal by final processors","Textiles","Tonnes","287","units","0","v1331407722","8.14.13","","..","","","0"
"2014","Manitoba","2021A000246","Residual plastic waste and scrap sent for disposal by final processors","Vehicles","Tonnes","287","units","0","v1331407723","8.14.14","35","","","","0"
"2014","Manitoba","2021A000246","Residual plastic waste and scrap sent for disposal by final processors","Other products","Tonnes","287","units","0","v1331407724","8.14.15","50","","","","0"
"2014","Manitoba","2021A000246","Total disposed plastic waste and scrap","Total, all product categories","Tonnes","287","units","0","v1331407725","8.15.1","162743","","","","0"
"2014","Manitoba","2021A000246","Total disposed plastic waste and scrap","Construction materials","Tonnes","287","units","0","v1331407726","8.15.2","4058","","","","0"
"2014","Manitoba","2021A000246","Total disposed plastic waste and scrap","Electrical and electronic equipment","Tonnes","287","units","0","v1331407727","8.15.3","15463","","","","0"
"2014","Manitoba","2021A000246","Total disposed plastic waste and scrap","Packaging","Tonnes","287","units","0","v1331407728","8.15.7","73300","","","","0"
"2014","Manitoba","2021A000246","Total disposed plastic waste and scrap","Agriculture film","Tonnes","287","units","0","v1331407729","8.15.12","3085","","","","0"
"2014","Manitoba","2021A000246","Total disposed plastic waste and scrap","Textiles","Tonnes","287","units","0","v1331407730","8.15.13","11091","","","","0"
"2014","Manitoba","2021A000246","Total disposed plastic waste and scrap","Vehicles","Tonnes","287","units","0","v1331407731","8.15.14","23245","","","","0"
"2014","Manitoba","2021A000246","Total disposed plastic waste and scrap","Other products","Tonnes","287","units","0","v1331407732","8.15.15","32501","","","","0"
"2014","Manitoba","2021A000246","Net trade (imports less exports) of disposed plastic waste and scrap","Total, all product categories","Tonnes","287","units","0","v1581130235","8.18.1","132","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in domestically produced products","Total, all product categories","Tonnes","287","units","0","v1331407733","9.1.1","25376","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in domestically produced products","Construction materials","Tonnes","287","units","0","v1331407734","9.1.2","12354","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in domestically produced products","Electrical and electronic equipment","Tonnes","287","units","0","v1331407735","9.1.3","3007","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in domestically produced products","Packaging","Tonnes","287","units","0","v1331407736","9.1.7","2261","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in domestically produced products","Agriculture film","Tonnes","287","units","0","v1331407737","9.1.12","13","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in domestically produced products","Textiles","Tonnes","287","units","0","v1331407738","9.1.13","1180","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in domestically produced products","Vehicles","Tonnes","287","units","0","v1331407739","9.1.14","1557","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in domestically produced products","Other products","Tonnes","287","units","0","v1331407740","9.1.15","5004","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of newly produced products","Total, all product categories","Tonnes","287","units","0","v1331407741","9.2.1","168380","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of newly produced products","Construction materials","Tonnes","287","units","0","v1331407742","9.2.2","33045","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of newly produced products","Electrical and electronic equipment","Tonnes","287","units","0","v1331407743","9.2.3","20435","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of newly produced products","Packaging","Tonnes","287","units","0","v1331407744","9.2.7","39428","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of newly produced products","Agriculture film","Tonnes","287","units","0","v1331407745","9.2.12","837","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of newly produced products","Textiles","Tonnes","287","units","0","v1331407746","9.2.13","7461","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of newly produced products","Vehicles","Tonnes","287","units","0","v1331407747","9.2.14","34363","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of newly produced products","Other products","Tonnes","287","units","0","v1331407748","9.2.15","32810","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in products produced for Canadian consumption","Total, all product categories","Tonnes","287","units","0","v1331407749","9.3.1","193756","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in products produced for Canadian consumption","Construction materials","Tonnes","287","units","0","v1331407750","9.3.2","45399","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in products produced for Canadian consumption","Electrical and electronic equipment","Tonnes","287","units","0","v1331407751","9.3.3","23442","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in products produced for Canadian consumption","Packaging","Tonnes","287","units","0","v1331407752","9.3.7","41689","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in products produced for Canadian consumption","Agriculture film","Tonnes","287","units","0","v1331407753","9.3.12","851","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in products produced for Canadian consumption","Textiles","Tonnes","287","units","0","v1331407754","9.3.13","8641","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in products produced for Canadian consumption","Vehicles","Tonnes","287","units","0","v1331407755","9.3.14","35920","","","","0"
"2014","Saskatchewan","2021A000247","Plastic in products produced for Canadian consumption","Other products","Tonnes","287","units","0","v1331407756","9.3.15","37814","","","","0"
"2014","Saskatchewan","2021A000247","Net stock of plastic in products that remain in use at the end of each year","Total, all product categories","Tonnes","287","units","0","v1331407757","9.4.1","23607","","","","0"
"2014","Saskatchewan","2021A000247","Net stock of plastic in products that remain in use at the end of each year","Construction materials","Tonnes","287","units","0","v1331407758","9.4.2","39052","","","","0"
"2014","Saskatchewan","2021A000247","Net stock of plastic in products that remain in use at the end of each year","Electrical and electronic equipment","Tonnes","287","units","0","v1331407759","9.4.3","7016","","","","0"
"2014","Saskatchewan","2021A000247","Net stock of plastic in products that remain in use at the end of each year","Packaging","Tonnes","287","units","0","v1331407760","9.4.7","-19236","","","","0"
"2014","Saskatchewan","2021A000247","Net stock of plastic in products that remain in use at the end of each year","Agriculture film","Tonnes","287","units","0","v1331407761","9.4.12","-10541","","","","0"
"2014","Saskatchewan","2021A000247","Net stock of plastic in products that remain in use at the end of each year","Textiles","Tonnes","287","units","0","v1331407762","9.4.13","-554","","","","0"
"2014","Saskatchewan","2021A000247","Net stock of plastic in products that remain in use at the end of each year","Vehicles","Tonnes","287","units","0","v1331407763","9.4.14","9844","","","","0"
"2014","Saskatchewan","2021A000247","Net stock of plastic in products that remain in use at the end of each year","Other products","Tonnes","287","units","0","v1331407764","9.4.15","-1975","","","","0"
"2014","Saskatchewan","2021A000247","Total discarded plastic in products","Total, all product categories","Tonnes","287","units","0","v1331407765","9.5.1","170149","","","","0"
"2014","Saskatchewan","2021A000247","Total discarded plastic in products","Construction materials","Tonnes","287","units","0","v1331407766","9.5.2","6347","","","","0"
"2014","Saskatchewan","2021A000247","Total discarded plastic in products","Electrical and electronic equipment","Tonnes","287","units","0","v1331407767","9.5.3","16425","","","","0"
"2014","Saskatchewan","2021A000247","Total discarded plastic in products","Packaging","Tonnes","287","units","0","v1331407768","9.5.7","60925","","","","0"
"2014","Saskatchewan","2021A000247","Total discarded plastic in products","Agriculture film","Tonnes","287","units","0","v1331407769","9.5.12","11392","","","","0"
"2014","Saskatchewan","2021A000247","Total discarded plastic in products","Textiles","Tonnes","287","units","0","v1331407770","9.5.13","9194","","","","0"
"2014","Saskatchewan","2021A000247","Total discarded plastic in products","Vehicles","Tonnes","287","units","0","v1331407771","9.5.14","26076","","","","0"
"2014","Saskatchewan","2021A000247","Total discarded plastic in products","Other products","Tonnes","287","units","0","v1331407772","9.5.15","39789","","","","0"
"2014","Saskatchewan","2021A000247","Plastic leaked permanently into the environment","Total, all product categories","Tonnes","287","units","0","v1331407773","9.6.1","1267","","","","0"
"2014","Saskatchewan","2021A000247","Plastic leaked permanently into the environment","Construction materials","Tonnes","287","units","0","v1331407774","9.6.2","56","","","","0"
"2014","Saskatchewan","2021A000247","Plastic leaked permanently into the environment","Electrical and electronic equipment","Tonnes","287","units","0","v1331407775","9.6.3","149","","","","0"
"2014","Saskatchewan","2021A000247","Plastic leaked permanently into the environment","Packaging","Tonnes","287","units","0","v1331407776","9.6.7","537","","","","0"
"2014","Saskatchewan","2021A000247","Plastic leaked permanently into the environment","Agriculture film","Tonnes","287","units","0","v1331407777","9.6.12","100","","","","0"
"2014","Saskatchewan","2021A000247","Plastic leaked permanently into the environment","Textiles","Tonnes","287","units","0","v1331407778","9.6.13","81","","","","0"
"2014","Saskatchewan","2021A000247","Plastic leaked permanently into the environment","Vehicles","Tonnes","287","units","0","v1331407779","9.6.14","59","","","","0"
"2014","Saskatchewan","2021A000247","Plastic leaked permanently into the environment","Other products","Tonnes","287","units","0","v1331407780","9.6.15","285","","","","0"
"2014","Saskatchewan","2021A000247","Collected plastic sent directly for disposal or diversion","Total, all product categories","Tonnes","287","units","0","v1331407781","9.7.1","168882","","","","0"
"2014","Saskatchewan","2021A000247","Collected plastic sent directly for disposal or diversion","Construction materials","Tonnes","287","units","0","v1331407782","9.7.2","6291","","","","0"
"2014","Saskatchewan","2021A000247","Collected plastic sent directly for disposal or diversion","Electrical and electronic equipment","Tonnes","287","units","0","v1331407783","9.7.3","16276","","","","0"
"2014","Saskatchewan","2021A000247","Collected plastic sent directly for disposal or diversion","Packaging","Tonnes","287","units","0","v1331407784","9.7.7","60388","","","","0"
"2014","Saskatchewan","2021A000247","Collected plastic sent directly for disposal or diversion","Agriculture film","Tonnes","287","units","0","v1331407785","9.7.12","11292","","","","0"
"2014","Saskatchewan","2021A000247","Collected plastic sent directly for disposal or diversion","Textiles","Tonnes","287","units","0","v1331407786","9.7.13","9113","","","","0"
"2014","Saskatchewan","2021A000247","Collected plastic sent directly for disposal or diversion","Vehicles","Tonnes","287","units","0","v1331407787","9.7.14","26017","","","","0"
"2014","Saskatchewan","2021A000247","Collected plastic sent directly for disposal or diversion","Other products","Tonnes","287","units","0","v1331407788","9.7.15","39504","","","","0"
"2014","Saskatchewan","2021A000247","Diverted plastic waste and scrap sent for material recovery","Total, all product categories","Tonnes","287","units","0","v1331407789","9.8.1","37391","","","","0"
"2014","Saskatchewan","2021A000247","Diverted plastic waste and scrap sent for material recovery","Construction materials","Tonnes","287","units","0","v1331407790","9.8.2","9","","","","0"
"2014","Saskatchewan","2021A000247","Diverted plastic waste and scrap sent for material recovery","Electrical and electronic equipment","Tonnes","287","units","0","v1331407791","9.8.3","1489","","","","0"
"2014","Saskatchewan","2021A000247","Diverted plastic waste and scrap sent for material recovery","Packaging","Tonnes","287","units","0","v1331407792","9.8.7","7700","","","","0"
"2014","Saskatchewan","2021A000247","Diverted plastic waste and scrap sent for material recovery","Agriculture film","Tonnes","287","units","0","v1331407793","9.8.12","1983","","","","0"
"2014","Saskatchewan","2021A000247","Diverted plastic waste and scrap sent for material recovery","Textiles","Tonnes","287","units","0","v1331407794","9.8.13","0","","","","0"
"2014","Saskatchewan","2021A000247","Diverted plastic waste and scrap sent for material recovery","Vehicles","Tonnes","287","units","0","v1331407795","9.8.14","26017","","","","0"
"2014","Saskatchewan","2021A000247","Diverted plastic waste and scrap sent for material recovery","Other products","Tonnes","287","units","0","v1331407796","9.8.15","193","","","","0"
"2014","Saskatchewan","2021A000247","Disposed plastic waste and scrap not diverted for material recovery","Total, all product categories","Tonnes","287","units","0","v1331407797","9.9.1","131490","","","","0"
"2014","Saskatchewan","2021A000247","Disposed plastic waste and scrap not diverted for material recovery","Construction materials","Tonnes","287","units","0","v1331407798","9.9.2","6283","","","","0"
"2014","Saskatchewan","2021A000247","Disposed plastic waste and scrap not diverted for material recovery","Electrical and electronic equipment","Tonnes","287","units","0","v1331407799","9.9.3","14787","","","","0"
"2014","Saskatchewan","2021A000247","Disposed plastic waste and scrap not diverted for material recovery","Packaging","Tonnes","287","units","0","v1331407800","9.9.7","52688","","","","0"
"2014","Saskatchewan","2021A000247","Disposed plastic waste and scrap not diverted for material recovery","Agriculture film","Tonnes","287","units","0","v1331407801","9.9.12","9308","","","","0"
"2014","Saskatchewan","2021A000247","Disposed plastic waste and scrap not diverted for material recovery","Textiles","Tonnes","287","units","0","v1331407802","9.9.13","9113","","","","0"
"2014","Saskatchewan","2021A000247","Disposed plastic waste and scrap not diverted for material recovery","Vehicles","Tonnes","287","units","0","v1331407803","9.9.14","0","","","","0"
"2014","Saskatchewan","2021A000247","Disposed plastic waste and scrap not diverted for material recovery","Other products","Tonnes","287","units","0","v1331407804","9.9.15","39311","","","","0"
"2014","Saskatchewan","2021A000247","Sorted and baled plastic waste and scrap sent for further processing","Total, all product categories","Tonnes","287","units","0","v1331407805","9.10.1","9572","","","","0"
"2014","Saskatchewan","2021A000247","Sorted and baled plastic waste and scrap sent for further processing","Construction materials","Tonnes","287","units","0","v1331407806","9.10.2","7","","","","0"
"2014","Saskatchewan","2021A000247","Sorted and baled plastic waste and scrap sent for further processing","Electrical and electronic equipment","Tonnes","287","units","0","v1331407807","9.10.3","795","","","","0"
"2014","Saskatchewan","2021A000247","Sorted and baled plastic waste and scrap sent for further processing","Packaging","Tonnes","287","units","0","v1331407808","9.10.7","6719","","","","0"
"2014","Saskatchewan","2021A000247","Sorted and baled plastic waste and scrap sent for further processing","Agriculture film","Tonnes","287","units","0","v1331407809","9.10.12","1626","","","","0"
"2014","Saskatchewan","2021A000247","Sorted and baled plastic waste and scrap sent for further processing","Textiles","Tonnes","287","units","0","v1331407810","9.10.13","0","","","","0"
"2014","Saskatchewan","2021A000247","Sorted and baled plastic waste and scrap sent for further processing","Vehicles","Tonnes","287","units","0","v1331407811","9.10.14","260","","","","0"
"2014","Saskatchewan","2021A000247","Sorted and baled plastic waste and scrap sent for further processing","Other products","Tonnes","287","units","0","v1331407812","9.10.15","164","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by primary processors","Total, all product categories","Tonnes","287","units","0","v1331407813","9.11.1","27819","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by primary processors","Construction materials","Tonnes","287","units","0","v1331407814","9.11.2","1","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by primary processors","Electrical and electronic equipment","Tonnes","287","units","0","v1331407815","9.11.3","694","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by primary processors","Packaging","Tonnes","287","units","0","v1331407816","9.11.7","981","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by primary processors","Agriculture film","Tonnes","287","units","0","v1331407817","9.11.12","357","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by primary processors","Textiles","Tonnes","287","units","0","v1331407818","9.11.13","0","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by primary processors","Vehicles","Tonnes","287","units","0","v1331407819","9.11.14","25757","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by primary processors","Other products","Tonnes","287","units","0","v1331407820","9.11.15","28","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of sorted and baled plastic waste and scrap","Total, all product categories","Tonnes","287","units","0","v1331407821","9.12.1","-747","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of sorted and baled plastic waste and scrap","Construction materials","Tonnes","287","units","0","v1331407822","9.12.2","27","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of sorted and baled plastic waste and scrap","Electrical and electronic equipment","Tonnes","287","units","0","v1331407823","9.12.3","-23","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of sorted and baled plastic waste and scrap","Packaging","Tonnes","287","units","0","v1331407824","9.12.7","-729","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of sorted and baled plastic waste and scrap","Agriculture film","Tonnes","287","units","0","v1331407825","9.12.12","0","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of sorted and baled plastic waste and scrap","Textiles","Tonnes","287","units","0","v1331407826","9.12.13","","..","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of sorted and baled plastic waste and scrap","Vehicles","Tonnes","287","units","0","v1331407827","9.12.14","0","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of sorted and baled plastic waste and scrap","Other products","Tonnes","287","units","0","v1331407828","9.12.15","-21","","","","0"
"2014","Saskatchewan","2021A000247","Recycled plastic pellets and flakes ready for use in production of new products","Total, all product categories","Tonnes","287","units","0","v1331407829","9.13.1","7358","","","","0"
"2014","Saskatchewan","2021A000247","Recycled plastic pellets and flakes ready for use in production of new products","Construction materials","Tonnes","287","units","0","v1331407830","9.13.2","27","","","","0"
"2014","Saskatchewan","2021A000247","Recycled plastic pellets and flakes ready for use in production of new products","Electrical and electronic equipment","Tonnes","287","units","0","v1331407831","9.13.3","632","","","","0"
"2014","Saskatchewan","2021A000247","Recycled plastic pellets and flakes ready for use in production of new products","Packaging","Tonnes","287","units","0","v1331407832","9.13.7","4967","","","","0"
"2014","Saskatchewan","2021A000247","Recycled plastic pellets and flakes ready for use in production of new products","Agriculture film","Tonnes","287","units","0","v1331407833","9.13.12","1398","","","","0"
"2014","Saskatchewan","2021A000247","Recycled plastic pellets and flakes ready for use in production of new products","Textiles","Tonnes","287","units","0","v1331407834","9.13.13","","..","","","0"
"2014","Saskatchewan","2021A000247","Recycled plastic pellets and flakes ready for use in production of new products","Vehicles","Tonnes","287","units","0","v1331407835","9.13.14","221","","","","0"
"2014","Saskatchewan","2021A000247","Recycled plastic pellets and flakes ready for use in production of new products","Other products","Tonnes","287","units","0","v1331407836","9.13.15","112","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by final processors","Total, all product categories","Tonnes","287","units","0","v1331407837","9.14.1","1468","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by final processors","Construction materials","Tonnes","287","units","0","v1331407838","9.14.2","7","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by final processors","Electrical and electronic equipment","Tonnes","287","units","0","v1331407839","9.14.3","139","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by final processors","Packaging","Tonnes","287","units","0","v1331407840","9.14.7","1024","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by final processors","Agriculture film","Tonnes","287","units","0","v1331407841","9.14.12","228","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by final processors","Textiles","Tonnes","287","units","0","v1331407842","9.14.13","","..","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by final processors","Vehicles","Tonnes","287","units","0","v1331407843","9.14.14","39","","","","0"
"2014","Saskatchewan","2021A000247","Residual plastic waste and scrap sent for disposal by final processors","Other products","Tonnes","287","units","0","v1331407844","9.14.15","31","","","","0"
"2014","Saskatchewan","2021A000247","Total disposed plastic waste and scrap","Total, all product categories","Tonnes","287","units","0","v1331407845","9.15.1","160777","","","","0"
"2014","Saskatchewan","2021A000247","Total disposed plastic waste and scrap","Construction materials","Tonnes","287","units","0","v1331407846","9.15.2","6291","","","","0"
"2014","Saskatchewan","2021A000247","Total disposed plastic waste and scrap","Electrical and electronic equipment","Tonnes","287","units","0","v1331407847","9.15.3","15620","","","","0"
"2014","Saskatchewan","2021A000247","Total disposed plastic waste and scrap","Packaging","Tonnes","287","units","0","v1331407848","9.15.7","54693","","","","0"
"2014","Saskatchewan","2021A000247","Total disposed plastic waste and scrap","Agriculture film","Tonnes","287","units","0","v1331407849","9.15.12","9893","","","","0"
"2014","Saskatchewan","2021A000247","Total disposed plastic waste and scrap","Textiles","Tonnes","287","units","0","v1331407850","9.15.13","9113","","","","0"
"2014","Saskatchewan","2021A000247","Total disposed plastic waste and scrap","Vehicles","Tonnes","287","units","0","v1331407851","9.15.14","25796","","","","0"
"2014","Saskatchewan","2021A000247","Total disposed plastic waste and scrap","Other products","Tonnes","287","units","0","v1331407852","9.15.15","39371","","","","0"
"2014","Saskatchewan","2021A000247","Net trade (imports less exports) of disposed plastic waste and scrap","Total, all product categories","Tonnes","287","units","0","v1581130236","9.18.1","1","","","","0"
"2014","Alberta","2021A000248","Plastic in domestically produced products","Total, all product categories","Tonnes","287","units","0","v1331407853","10.1.1","275385","","","","0"
"2014","Alberta","2021A000248","Plastic in domestically produced products","Construction materials","Tonnes","287","units","0","v1331407854","10.1.2","182086","","","","0"
"2014","Alberta","2021A000248","Plastic in domestically produced products","Electrical and electronic equipment","Tonnes","287","units","0","v1331407855","10.1.3","8436","","","","0"
"2014","Alberta","2021A000248","Plastic in domestically produced products","Packaging","Tonnes","287","units","0","v1331407856","10.1.7","42863","","","","0"
"2014","Alberta","2021A000248","Plastic in domestically produced products","Agriculture film","Tonnes","287","units","0","v1331407857","10.1.12","1506","","","","0"
"2014","Alberta","2021A000248","Plastic in domestically produced products","Textiles","Tonnes","287","units","0","v1331407858","10.1.13","1520","","","","0"
"2014","Alberta","2021A000248","Plastic in domestically produced products","Vehicles","Tonnes","287","units","0","v1331407859","10.1.14","4431","","","","0"
"2014","Alberta","2021A000248","Plastic in domestically produced products","Other products","Tonnes","287","units","0","v1331407860","10.1.15","34543","","","","0"
"2014","Alberta","2021A000248","Net trade (imports less exports) of newly produced products","Total, all product categories","Tonnes","287","units","0","v1331407861","10.2.1","634937","","","","0"
"2014","Alberta","2021A000248","Net trade (imports less exports) of newly produced products","Construction materials","Tonnes","287","units","0","v1331407862","10.2.2","72844","","","","0"
"2014","Alberta","2021A000248","Net trade (imports less exports) of newly produced products","Electrical and electronic equipment","Tonnes","287","units","0","v1331407863","10.2.3","94947","","","","0"
"2014","Alberta","2021A000248","Net trade (imports less exports) of newly produced products","Packaging","Tonnes","287","units","0","v1331407864","10.2.7","158986","","","","0"
"2014","Alberta","2021A000248","Net trade (imports less exports) of newly produced products","Agriculture film","Tonnes","287","units","0","v1331407865","10.2.12","1456","","","","0"
"2014","Alberta","2021A000248","Net trade (imports less exports) of newly produced products","Textiles","Tonnes","287","units","0","v1331407866","10.2.13","37562","","","","0"
"2014","Alberta","2021A000248","Net trade (imports less exports) of newly produced products","Vehicles","Tonnes","287","units","0","v1331407867","10.2.14","130257","","","","0"
"2014","Alberta","2021A000248","Net trade (imports less exports) of newly produced products","Other products","Tonnes","287","units","0","v1331407868","10.2.15","138885","","","","0"
"2014","Alberta","2021A000248","Plastic in products produced for Canadian consumption","Total, all product categories","Tonnes","287","units","0","v1331407869","10.3.1","910322","","","","0"
"2014","Alberta","2021A000248","Plastic in products produced for Canadian consumption","Construction materials","Tonnes","287","units","0","v1331407870","10.3.2","254930","","","","0"
"2014","Alberta","2021A000248","Plastic in products produced for Canadian consumption","Electrical and electronic equipment","Tonnes","287","units","0","v1331407871","10.3.3","103383","","","","0"
"2014","Alberta","2021A000248","Plastic in products produced for Canadian consumption","Packaging","Tonnes","287","units","0","v1331407872","10.3.7","201848","","","","0"
"2014","Alberta","2021A000248","Plastic in products produced for Canadian consumption","Agriculture film","Tonnes","287","units","0","v1331407873","10.3.12","2962","","","","0"
"2014","Alberta","2021A000248","Plastic in products produced for Canadian consumption","Textiles","Tonnes","287","units","0","v1331407874","10.3.13","39082","","","","0"
"2014","Alberta","2021A000248","Plastic in products produced for Canadian consumption","Vehicles","Tonnes","287","units","0","v1331407875","10.3.14","134688","","","","0"
"2014","Alberta","2021A000248","Plastic in products produced for Canadian consumption","Other products","Tonnes","287","units","0","v1331407876","10.3.15","173428","","","","0"
"2014","Alberta","2021A000248","Net stock of plastic in products that remain in use at the end of each year","Total, all product categories","Tonnes","287","units","0","v1331407877","10.4.1","188543","","","","0"
"2014","Alberta","2021A000248","Net stock of plastic in products that remain in use at the end of each year","Construction materials","Tonnes","287","units","0","v1331407878","10.4.2","227377","","","","0"
"2014","Alberta","2021A000248","Net stock of plastic in products that remain in use at the end of each year","Electrical and electronic equipment","Tonnes","287","units","0","v1331407879","10.4.3","21582","","","","0"
"2014","Alberta","2021A000248","Net stock of plastic in products that remain in use at the end of each year","Packaging","Tonnes","287","units","0","v1331407880","10.4.7","-82313","","","","0"
"2014","Alberta","2021A000248","Net stock of plastic in products that remain in use at the end of each year","Agriculture film","Tonnes","287","units","0","v1331407881","10.4.12","-8390","","","","0"
"2014","Alberta","2021A000248","Net stock of plastic in products that remain in use at the end of each year","Textiles","Tonnes","287","units","0","v1331407882","10.4.13","-13385","","","","0"
"2014","Alberta","2021A000248","Net stock of plastic in products that remain in use at the end of each year","Vehicles","Tonnes","287","units","0","v1331407883","10.4.14","37237","","","","0"
"2014","Alberta","2021A000248","Net stock of plastic in products that remain in use at the end of each year","Other products","Tonnes","287","units","0","v1331407884","10.4.15","6435","","","","0"
"2014","Alberta","2021A000248","Total discarded plastic in products","Total, all product categories","Tonnes","287","units","0","v1331407885","10.5.1","721778","","","","0"
"2014","Alberta","2021A000248","Total discarded plastic in products","Construction materials","Tonnes","287","units","0","v1331407886","10.5.2","27553","","","","0"
"2014","Alberta","2021A000248","Total discarded plastic in products","Electrical and electronic equipment","Tonnes","287","units","0","v1331407887","10.5.3","81802","","","","0"
"2014","Alberta","2021A000248","Total discarded plastic in products","Packaging","Tonnes","287","units","0","v1331407888","10.5.7","284161","","","","0"
"2014","Alberta","2021A000248","Total discarded plastic in products","Agriculture film","Tonnes","287","units","0","v1331407889","10.5.12","11352","","","","0"
"2014","Alberta","2021A000248","Total discarded plastic in products","Textiles","Tonnes","287","units","0","v1331407890","10.5.13","52466","","","","0"
"2014","Alberta","2021A000248","Total discarded plastic in products","Vehicles","Tonnes","287","units","0","v1331407891","10.5.14","97451","","","","0"
"2014","Alberta","2021A000248","Total discarded plastic in products","Other products","Tonnes","287","units","0","v1331407892","10.5.15","166993","","","","0"
"2014","Alberta","2021A000248","Plastic leaked permanently into the environment","Total, all product categories","Tonnes","287","units","0","v1331407893","10.6.1","5395","","","","0"
"2014","Alberta","2021A000248","Plastic leaked permanently into the environment","Construction materials","Tonnes","287","units","0","v1331407894","10.6.2","243","","","","0"
"2014","Alberta","2021A000248","Plastic leaked permanently into the environment","Electrical and electronic equipment","Tonnes","287","units","0","v1331407895","10.6.3","742","","","","0"
"2014","Alberta","2021A000248","Plastic leaked permanently into the environment","Packaging","Tonnes","287","units","0","v1331407896","10.6.7","2504","","","","0"
"2014","Alberta","2021A000248","Plastic leaked permanently into the environment","Agriculture film","Tonnes","287","units","0","v1331407897","10.6.12","100","","","","0"
"2014","Alberta","2021A000248","Plastic leaked permanently into the environment","Textiles","Tonnes","287","units","0","v1331407898","10.6.13","462","","","","0"
