"REF_DATE","GEO","DGUID","Sector","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Canada","2021A000011124","Natural gas distribution, water, sewage and other systems [BS221A0]","Cubic metres","72","thousands","3","v86719715","1.14","887747","","","","0"
"2013","Canada","2021A000011124","Residential building construction [BS23A00]","Cubic metres","72","thousands","3","v86719716","1.15","6503","","","","0"
"2013","Canada","2021A000011124","Non-residential building construction [BS23B00]","Cubic metres","72","thousands","3","v86719717","1.16","2666","","","","0"
"2013","Canada","2021A000011124","Transportation engineering construction [BS23C10]","Cubic metres","72","thousands","3","v86719718","1.17","185","","","","0"
"2013","Canada","2021A000011124","Oil and gas engineering construction [BS23C20]","Cubic metres","72","thousands","3","v86719719","1.18","33","","","","0"
"2013","Canada","2021A000011124","Electric power engineering construction [BS23C30]","Cubic metres","72","thousands","3","v86719720","1.19","83","","","","0"
"2013","Canada","2021A000011124","Communication engineering construction [BS23C40]","Cubic metres","72","thousands","3","v86719721","1.20","13","","","","0"
"2013","Canada","2021A000011124","Other engineering construction [BS23C50]","Cubic metres","72","thousands","3","v86719722","1.21","84","","","","0"
"2013","Canada","2021A000011124","Repair construction [BS23D00]","Cubic metres","72","thousands","3","v86719723","1.22","95","","","","0"
"2013","Canada","2021A000011124","Other activities of the construction industry [BS23E00]","Cubic metres","72","thousands","3","v86719724","1.23","63","","","","0"
"2013","Canada","2021A000011124","Food manufacturing [BS311]","Cubic metres","72","thousands","3","v86719725","1.24","367014","","","","0"
"2013","Canada","2021A000011124","Beverage and tobacco product manufacturing [BS312]","Cubic metres","72","thousands","3","v86719726","1.25","39080","","","","0"
"2013","Canada","2021A000011124","Textile and textile product mills [BS31A]","Cubic metres","72","thousands","3","v86719727","1.26","5953","","","","0"
"2013","Canada","2021A000011124","Clothing and leather and allied product manufacturing [BS31B]","Cubic metres","72","thousands","3","v86719728","1.27","691","","","","0"
